Name,Position,Chromosome,Year,First author,Title,DOI
rs17531431,39159419,17,12.03.2010 00:00,Anna Rajab,Fatal Cardiac Arrhythmia and Long-QT Syndrome in a New Form of Congenital Generalized Lipodystrophy with Muscle Rippling (CGL4) Due to PTRF-CAVIN Mutations,10.1371/journal.pgen.1000874
rs5848,39785770,17,22.10.2009 00:00,Javier Simón-Sánchez,Variation at GRN 3′-UTR rs5848 Is Not Associated with a Risk of Frontotemporal Lobar Degeneration in Dutch Population,10.1371/journal.pone.0007494
rs5848,39785770,17,10.05.2010 00:00,Jian Jiao,"MicroRNA-29b Regulates the Expression Level of Human Progranulin, a Secreted Glycoprotein Implicated in Frontotemporal Dementia",10.1371/journal.pone.0010551
rs1800012,45632748,17,21.02.2006 00:00,Stuart H Ralston,"Large-Scale Evidence for the Effect of the 
					COLIA1 Sp1 Polymorphism on Osteoporosis Outcomes: The GENOMOS Study
				",10.1371/journal.pmed.0030090
rs1799801,13949459,16,05.10.2010 00:00,Guixiang Ji,Interactions between Exposure to Environmental Polycyclic Aromatic Hydrocarbons and DNA Repair Gene Polymorphisms on Bulky DNA Adducts in Human Sperm,10.1371/journal.pone.0013145
rs4293393,20272089,16,28.10.2010 00:00,Sandosh Padmanabhan,Genome-Wide Association Study of Blood Pressure Extremes Identifies Variant near UMOD Associated with Hypertension,10.1371/journal.pgen.1001177
rs6265,27636492,11,01.05.2009 00:00,Ge Li,Cerebrospinal Fluid Concentration of Brain-Derived Neurotrophic Factor and Cognitive Function in Non-Demented Subjects,10.1371/journal.pone.0005424
rs6265,27636492,11,18.03.2011 00:00,Shih-Pin Chen,Brain-Derived Neurotrophic Factor Gene Val66Met Polymorphism Modulates Reversible Cerebral Vasoconstriction Syndromes,10.1371/journal.pone.0018024
rs509628,31491931,11,12.05.2011 00:00,Bo Jiang,PAX6 Haplotypes Are Associated with High Myopia in Han Chinese,10.1371/journal.pone.0019587
rs11649804,17637480,17,08.08.2011 00:00,Thierry Vilboux,Molecular Analysis of the Retinoic Acid Induced 1 Gene (RAI1) in Patients with Suspected Smith-Magenis Syndrome without the 17p11.2 Deletion,10.1371/journal.pone.0022861
rs25531,25588472,17,15.03.2011 00:00,Fredrik Lindstedt,Perception of Thermal Pain and the Thermal Grill Illusion Is Associated with Polymorphisms in the Serotonin Transporter Gene,10.1371/journal.pone.0017752
rs25531,25588472,17,28.03.2011 00:00,Fredrik Lindstedt,Conditioned Pain Modulation Is Associated with Common Polymorphisms in the Serotonin Transporter Gene,10.1371/journal.pone.0018252
rs28936,28364503,17,30.05.2007 00:00,Luisa Bernardinelli,Association between the ACCN1 Gene and Multiple Sclerosis in Central East Sardinia,10.1371/journal.pone.0000480
rs1024611,29603901,17,12.04.2011 00:00,Ruili Guan,Chemokine (C-C Motif) Ligand 2 (CCL2) in Sera of Patients with Type 1 Diabetes and Diabetic Complications,10.1371/journal.pone.0017822
rs1024611,29603901,17,09.04.2009 00:00,Tarunveer Singh Ahluwalia,Common Variants of Inflammatory Cytokine Genes Are Associated with Risk of Nephropathy in Type 2 Diabetes among Asian Indians,10.1371/journal.pone.0005168
rs1024611,29603901,17,04.02.2011 00:00,Wei-Xing Feng,Tag SNP Polymorphism of CCL2 and Its Role in Clinical Tuberculosis in Han Chinese Pediatric Population,10.1371/journal.pone.0014652
rs1024611,29603901,17,25.01.2010 00:00,Malathesha Ganachari,Joint Effect of MCP-1 Genotype GG and MMP-1 Genotype 2G/2G Increases the Likelihood of Developing Pulmonary Tuberculosis in BCG-Vaccinated Individuals,10.1371/journal.pone.0008881
rs1024611,29603901,17,04.10.2011 00:00,Rabia Hussain,CCL2/MCP-I Genotype-Phenotype Relationship in Latent Tuberculosis Infection,10.1371/journal.pone.0025803
rs210837,29759282,17,05.12.2008 00:00,Nguyen Thuy Thuong Thuong,Identification of Tuberculosis Susceptibility Genes with Human Macrophage Gene Expression Profiles,10.1371/journal.ppat.1000229
rs4251431,42440957,12,30.06.2011 00:00,Yuan Zhang,Association Pattern of Interleukin-1 Receptor-Associated Kinase-4 Gene Polymorphisms with Allergic Rhinitis in a Han Chinese Population,10.1371/journal.pone.0021769
rs739837,46524488,12,27.10.2011 00:00,Sonia S Kupfer,Genetic Associations in the Vitamin D Receptor and Colorectal Cancer in African Americans and Caucasians,10.1371/journal.pone.0026123
rs731236,46525024,12,13.10.2011 00:00,Hassan Ashktorab,"Case-Control Study of Vitamin D, dickkopf homolog 1 (DKK1) Gene Methylation, VDR Gene Polymorphism and the Risk of Colon Adenoma in African Americans",10.1371/journal.pone.0025314
rs3736309,48644321,12,03.12.2010 00:00,Nadia N Hansel,Aquaporin 5 Polymorphisms and Rate of Lung Function Decline in Chronic Obstructive Pulmonary Disease,10.1371/journal.pone.0014226
rs4980959,642934,12,06.06.2011 00:00,Kun-Pei Lin,"Genetic Polymorphisms of a Novel Vascular Susceptibility Gene, Ninjurin2 (NINJ2), Are Associated with a Decreased Risk of Alzheimer's Disease",10.1371/journal.pone.0020573
rs7137188,724592,12,04.04.2009 00:00,Stephen Newhouse,Polymorphisms in the WNK1 Gene Are Associated with Blood Pressure Variation and Urinary Potassium Excretion,10.1371/journal.pone.0005003
rs5444,6826316,12,20.04.2010 00:00,Saroj K Mohapatra,Immunoregulatory Actions of Epithelial Cell PPAR γ at the Colonic Mucosa of Mice with Experimental Inflammatory Bowel Disease,10.1371/journal.pone.0010215
rs1360780,35715549,6,15.09.2011 00:00,John C O'Leary,A New Anti-Depressive Strategy for the Elderly: Ablation of FKBP5/FKBP51,10.1371/journal.pone.0024840
rs2736654,38758606,6,06.03.2009 00:00,Richard Williams,A Common and Unstable Copy Number Variant Is Associated with Differences in Glo1 Expression and Anxiety-Like Behavior,10.1371/journal.pone.0004649
rs20455,39433056,6,29.09.2010 00:00,Lance A Bare,Investigation of KIF6 Trp719Arg in a Case-Control Study of Myocardial Infarction: A Costa Rican Population,10.1371/journal.pone.0013081
rs833052,43831313,6,23.02.2007 00:00,Montserrat García-Closas,Large-Scale Evaluation of Candidate Genes Identifies Associations between VEGF Polymorphisms and Bladder Cancer Risk,10.1371/journal.pgen.0030029
rs866236,43834934,6,24.03.2009 00:00,Helen R Griffin,Genetic Variation in VEGF Does Not Contribute Significantly to the Risk of Congenital Cardiovascular Malformation,10.1371/journal.pone.0004978
rs833057,43835008,6,24.03.2009 00:00,Helen R Griffin,Genetic Variation in VEGF Does Not Contribute Significantly to the Risk of Congenital Cardiovascular Malformation,10.1371/journal.pone.0004978
rs1109324,43837733,6,23.02.2007 00:00,Montserrat García-Closas,Large-Scale Evaluation of Candidate Genes Identifies Associations between VEGF Polymorphisms and Bladder Cancer Risk,10.1371/journal.pgen.0030029
rs833052,43831313,6,24.03.2009 00:00,Helen R Griffin,Genetic Variation in VEGF Does Not Contribute Significantly to the Risk of Congenital Cardiovascular Malformation,10.1371/journal.pone.0004978
rs833060,43843127,6,06.05.2011 00:00,Ellen Iacobaeus,The Expression of VEGF-A Is Down Regulated in Peripheral Blood Mononuclear Cells of Patients with Secondary Progressive Multiple Sclerosis,10.1371/journal.pone.0019138
rs35569394,43844396,6,09.02.2011 00:00,Daniela Ruggiero,Genetics of VEGF Serum Variation in Human Isolated Populations of Cilento: Importance of VEGF Polymorphisms,10.1371/journal.pone.0016982
rs1005230,43844474,6,09.02.2011 00:00,Daniela Ruggiero,Genetics of VEGF Serum Variation in Human Isolated Populations of Cilento: Importance of VEGF Polymorphisms,10.1371/journal.pone.0016982
rs699947,43844367,6,09.02.2011 00:00,Daniela Ruggiero,Genetics of VEGF Serum Variation in Human Isolated Populations of Cilento: Importance of VEGF Polymorphisms,10.1371/journal.pone.0016982
rs731780,44301684,6,24.01.2011 00:00,Jeong-Hyun Kim,Functional Role of the Polymorphic 647 T/C Variant of ENT1 (SLC29A1) and Its Association with Alcohol Withdrawal Seizures,10.1371/journal.pone.0016331
rs16874954,46785057,6,05.04.2011 00:00,Yangsoo Jang,Carriage of the V279F Null Allele within the Gene Encoding Lp-PLA2 Is Protective from Coronary Artery Disease in South Korean Males,10.1371/journal.pone.0018208
rs6235,95754654,5,17.05.2010 00:00,Qibin Qi,Association of PCSK1 rs6234 with Obesity and Related Traits in a Chinese Han Population,10.1371/journal.pone.0010590
rs2549782,96256756,5,14.10.2010 00:00,Aida M Andrés,Balancing Selection Maintains a Form of ERAP2 that Undergoes Nonsense-Mediated Decay and Affects Antigen Presentation,10.1371/journal.pgen.1001157
rs1047552,61384910,15,06.11.2008 00:00,Karen M J van Loo,Male-Specific Association between a γ-Secretase Polymorphism and Premature Coronary Atherosclerosis,10.1371/journal.pone.0003662
rs9652490,75750942,15,11.01.2011 00:00,Cynthia V Bourassa,LINGO1 Variants in the French-Canadian Population,10.1371/journal.pone.0016254
rs9788682,76589641,15,05.08.2010 00:00,Nancy L Saccone,Multiple Independent Loci at Chromosome 15q25.1 Affect Smoking Quantity: a Meta-Analysis and Comparison with Lung Cancer and COPD,10.1371/journal.pgen.1001053
rs8034191,76593078,15,29.04.2011 00:00,Yufei Wang,Chromosome 15q25 (CHRNA3-CHRNA5) Variation Impacts Indirectly on Lung Cancer Risk,10.1371/journal.pone.0019085
rs7163730,76601736,15,16.08.2010 00:00,Ming D Li,Associations of Variants in CHRNA5/A3/B4 Gene Cluster with Smoking Behaviors in a Korean Population,10.1371/journal.pone.0012183
rs3841324,76644868,15,12.08.2011 00:00,Glenn A Doyle,In Vitro and Ex Vivo Analysis of CHRNA3 and CHRNA5 Haplotype Expression,10.1371/journal.pone.0023373
rs680244,76658343,15,11.07.2008 00:00,Robert B Weiss,A Candidate Gene Approach Identifies the CHRNA5-A3-B4 Region as a Risk Factor for Age-Dependent Nicotine Addiction,10.1371/journal.pgen.1000125
rs16969968,76669980,15,26.10.2011 00:00,Zoraida Verde,‘Smoking Genes’: A Genetic Association Study,10.1371/journal.pone.0026668
rs1051730,76681394,15,19.07.2011 00:00,Sarah J Lewis,"Smoking Is Associated with, but Does Not Cause, Depressed Mood in Pregnancy – A Mendelian Randomization Study",10.1371/journal.pone.0021689
rs2427399,60801890,20,04.03.2011 00:00,Jin Li,Neurotensin Receptor 1 Gene (NTSR1) Polymorphism Is Associated with Working Memory,10.1371/journal.pone.0017365
rs1044396,61451578,20,22.12.2010 00:00,Thomas Espeseth,Nicotinic Receptor Gene CHRNA4 Interacts with Processing Load in Attention,10.1371/journal.pone.0014407
rs352046,75083414,4,03.09.2008 00:00,Issam Zineh,"Epithelial Neutrophil-Activating Peptide (ENA-78), Acute Coronary Syndrome Prognosis, and Modulatory Effect of Statins",10.1371/journal.pone.0003117
rs6836703,77249171,4,08.02.2008 00:00,Hiroyuki Okada,Genome-Wide Expression of Azoospermia Testes Demonstrates a Specific Profile and Implicates ART3 in Genetic Susceptibility,10.1371/journal.pgen.0040026
rs1994990,82175948,4,04.06.2010 00:00,Dong-Dong Wu,Evidence for Positive Selection on the Osteogenin (BMP3) Gene in Human Populations,10.1371/journal.pone.0010959
rs2853744,89115272,4,12.03.2008 00:00,Shizhong Han,Osteopontin and Systemic Lupus Erythematosus Association: A Probable Gene-Gender Interaction,10.1371/journal.pone.0001757
rs11730582,89115445,4,12.03.2008 00:00,Shizhong Han,Osteopontin and Systemic Lupus Erythematosus Association: A Probable Gene-Gender Interaction,10.1371/journal.pone.0001757
rs3857047,90825541,4,22.09.2009 00:00,Ammar Al-Chalabi,Genetic Variants of the α-Synuclein Gene SNCA Are Associated with Multiple System Atrophy,10.1371/journal.pone.0007114
rs356229,90825620,4,22.09.2009 00:00,Ammar Al-Chalabi,Genetic Variants of the α-Synuclein Gene SNCA Are Associated with Multiple System Atrophy,10.1371/journal.pone.0007114
rs356219,90856624,4,16.10.2009 00:00,Colton Linnertz,Genetic Regulation of α-Synuclein mRNA Expression in Various Human Brain Tissues,10.1371/journal.pone.0007480
rs17782313,56002077,18,15.11.2010 00:00,André Scherag,Investigation of a Genome Wide Association Signal for Obesity: Synthetic Association and Haplotype Analyses at the Melanocortin 4 Receptor Gene Locus,10.1371/journal.pone.0013967
rs763361,65682622,18,05.07.2011 00:00,Sushmita Sinha,"RTL551 Treatment of EAE Reduces CD226 and T-bet+ CD4 T Cells in Periphery and Prevents Infiltration of T-bet+ IL-17, IFN-γ Producing T Cells into CNS",10.1371/journal.pone.0021868
rs7572473,200343162,2,06.05.2011 00:00,Ikuyo Kou,"Common Variants in a Novel Gene, FONG on Chromosome 2q33.1 Confer Risk of Osteoporosis in Japanese",10.1371/journal.pone.0019641
rs3834129,201805777,2,17.08.2009 00:00,Angela M Keuling,RNA Silencing of Mcl-1 Enhances ABT-737-Mediated Apoptosis in Melanoma: Role for a Caspase-8-Dependent Pathway,10.1371/journal.pone.0006651
rs4303700,202954656,2,02.02.2011 00:00,Dorit Schleinitz,Genetic and Evolutionary Analyses of the Human Bone Morphogenetic Protein Receptor 2 (BMPR2) in the Pathophysiology of Obesity,10.1371/journal.pone.0016155
rs13426118,202963730,2,02.02.2011 00:00,Dorit Schleinitz,Genetic and Evolutionary Analyses of the Human Bone Morphogenetic Protein Receptor 2 (BMPR2) in the Pathophysiology of Obesity,10.1371/journal.pone.0016155
rs11571315,204439146,2,23.03.2010 00:00,Shuang-Xia Zhao,Association of the CTLA4 Gene with Graves' Disease in the Chinese Han Population,10.1371/journal.pone.0009821
rs11571315,204439146,2,17.07.2009 00:00,Thorsten Thye,CTLA4 Autoimmunity-Associated Genotype Contributes to Severe Pulmonary Tuberculosis in an African Population,10.1371/journal.pone.0006307
rs231778,204442066,2,20.03.2009 00:00,James M Kelley,An African Ancestry-Specific Allele of CTLA4 Confers Protection against Rheumatoid Arthritis in African Americans,10.1371/journal.pgen.1000424
rs231775,204440959,2,20.03.2009 00:00,James M Kelley,An African Ancestry-Specific Allele of CTLA4 Confers Protection against Rheumatoid Arthritis in African Americans,10.1371/journal.pgen.1000424
rs231777,204441833,2,20.03.2009 00:00,James M Kelley,An African Ancestry-Specific Allele of CTLA4 Confers Protection against Rheumatoid Arthritis in African Americans,10.1371/journal.pgen.1000424
rs1207421,205858839,2,11.10.2010 00:00,Zhengkui Zhou,Differential Genetic Regulation of Canine Hip Dysplasia and Osteoarthritis,10.1371/journal.pone.0013219
rs4673546,211273937,2,11.08.2011 00:00,Kirstin Mittelstrass,Discovery of Sexual Dimorphisms in Metabolic and Genetic Biomarkers,10.1371/journal.pgen.1002215
rs1851196,212178865,2,26.05.2011 00:00,Fernando S Goes,"Exonic DNA Sequencing of ERBB4 in Bipolar
                    Disorder",10.1371/journal.pone.0020242
rs7598440,212501443,2,23.09.2010 00:00,Wei Tan,Molecular Cloning and Characterization of the Human ErbB4 Gene: Identification of Novel Splice Isoforms in the Developing and Adult Brain,10.1371/journal.pone.0012924
rs1763601,16213047,1,21.10.2010 00:00,Klaus Stark,Genetic Association Study Identifies HSPB7 as a Risk Gene for Idiopathic Dilated Cardiomyopathy,10.1371/journal.pgen.1001167
rs924201,16318936,1,31.07.2009 00:00,Gyungah Jun,EPHA2 Is Associated with Age-Related Cortical Cataract in Mice and Humans,10.1371/journal.pgen.1000584
rs4744,20177513,1,22.07.2011 00:00,Lutz P Breitling,Type II Secretory Phospholipase A2 and Prognosis in Patients with Stable Coronary Heart Disease: Mendelian Randomization Study,10.1371/journal.pone.0022318
rs4263970,22936517,1,16.05.2011 00:00,Christiane M Robbins,EphB2 SNPs and Sporadic Prostate Cancer Risk in African American Men,10.1371/journal.pone.0019494
rs196430,24732252,1,22.09.2011 00:00,Federica Facchin,Complexity of Bidirectional Transcription and Alternative Splicing at Human RCAN3 Locus,10.1371/journal.pone.0024508
rs159522,26092435,1,06.01.2010 00:00,Kohei Yamada,Increased Stathmin1 Expression in the Dentate Gyrus of Mice Causes Abnormal Axonal Arborizations,10.1371/journal.pone.0008596
rs12037513,26097220,1,06.01.2010 00:00,Kohei Yamada,Increased Stathmin1 Expression in the Dentate Gyrus of Mice Causes Abnormal Axonal Arborizations,10.1371/journal.pone.0008596
rs10406797,4451205,19,20.04.2011 00:00,Kris Richardson,"The PLIN4 Variant rs8887 Modulates Obesity Related
                    Phenotypes in Humans through Creation of a Novel miR-522 Seed
                    Site",10.1371/journal.pone.0017944
rs8887,4453201,19,20.04.2011 00:00,Kris Richardson,"The PLIN4 Variant rs8887 Modulates Obesity Related
                    Phenotypes in Humans through Creation of a Novel miR-522 Seed
                    Site",10.1371/journal.pone.0017944
rs11673616,4457915,19,20.04.2011 00:00,Kris Richardson,"The PLIN4 Variant rs8887 Modulates Obesity Related
                    Phenotypes in Humans through Creation of a Novel miR-522 Seed
                    Site",10.1371/journal.pone.0017944
rs8887,4453201,19,27.10.2011 00:00,Laurence D Parnell,BioStar: An Online Question &amp; Answer Resource for the Bioinformatics Community,10.1371/journal.pcbi.1002216
rs3894326,5794784,19,26.01.2009 00:00,Jennifer L Taylor-Cousar,Histo-Blood Group Gene Polymorphisms as Potential Genetic Modifiers of Infection and Cystic Fibrosis Lung Disease Severity,10.1371/journal.pone.0004270
rs379527,6627442,19,16.09.2010 00:00,Sarah Jamali,Functional Variant in Complement C3 Gene Promoter and Genetic Susceptibility to Temporal Lobe Epilepsy and Febrile Seizures,10.1371/journal.pone.0012740
rs2230199,6669387,19,02.12.2008 00:00,Sanna P Seitsonen,Multifactor Effects and Evidence of Potential Interaction between Complement Factor H Y402H and LOC387715 A69S in Age-Related Macular Degeneration,10.1371/journal.pone.0003833
rs2617815,6746147,19,04.02.2010 00:00,Keiko Fujikawa,VAV2 and VAV3 as Candidate Disease Genes for Spontaneous Glaucoma in Mice and Humans,10.1371/journal.pone.0009050
rs2431866,7541871,19,16.03.2010 00:00,Hiroshi Onuma,A at Single Nucleotide Polymorphism-358 Is Required for G at -420 to Confer the Highest Plasma Resistin in the General Japanese Population,10.1371/journal.pone.0009718
rs4804803,7718733,19,04.01.2011 00:00,Lin Wang,DC-SIGN (CD209) Promoter −336 A/G Polymorphism Is Associated with Dengue Hemorrhagic Fever and Correlated to DC-SIGN Expression and Immune Augmentation,10.1371/journal.pntd.0000934
rs735239,7719268,19,02.01.2008 00:00,Fredrik O Vannberg,CD209 Genetic Polymorphism and Tuberculosis Disease,10.1371/journal.pone.0001388
rs4804803,7718733,19,02.01.2008 00:00,Fredrik O Vannberg,CD209 Genetic Polymorphism and Tuberculosis Disease,10.1371/journal.pone.0001388
rs721186,10126312,19,10.02.2011 00:00,Musa Drini,Investigating the Potential Role of Genetic and Epigenetic Variation of DNA Methyltransferase Genes in Hyperplastic Polyposis Syndrome,10.1371/journal.pone.0016831
rs280519,10333933,19,27.10.2011 00:00,Deborah S Cunninghame Graham,"Association of NCF2, IKZF1, IRF8, IFIH1, and TYK2 with Systemic Lupus Erythematosus",10.1371/journal.pgen.1002341
rs1529729,11024562,19,20.08.2008 00:00,Patrick Linsel-Nitschke,Lifelong Reduction of LDL-Cholesterol Related to a Common Variant in the LDL-Receptor Gene Decreases the Risk of Coronary Artery Disease—A Mendelian Randomisation Study,10.1371/journal.pone.0002986
rs7003,14486790,19,17.05.2011 00:00,Michelle R Jones,Harnessing Expression Data to Identify Novel Candidate Genes in Polycystic Ovary Syndrome,10.1371/journal.pone.0020120
rs1803768,14487197,19,17.05.2011 00:00,Michelle R Jones,Harnessing Expression Data to Identify Novel Candidate Genes in Polycystic Ovary Syndrome,10.1371/journal.pone.0020120
rs1159776,15611803,19,17.08.2011 00:00,Xiaohui Zhu,Genetic Variation of the Human α-2-Heremans-Schmid Glycoprotein (AHSG) Gene Associated with the Risk of SARS-CoV Infection,10.1371/journal.pone.0023730
rs3794987,15611891,19,20.12.2010 00:00,Irina Costea,Genes Involved in the Metabolism of Poly-Unsaturated Fatty-Acids (PUFA) and Risk for Crohn's Disease in Children &amp; Young Adults,10.1371/journal.pone.0015672
rs2275913,52158992,6,20.10.2011 00:00,J Luis Espinoza,A Genetic Variant in the IL-17 Promoter Is Functionally Associated with Acute Graft-Versus-Host Disease after Unrelated Bone Marrow Transplantation,10.1371/journal.pone.0026229
rs17251221,123475937,3,22.09.2011 00:00,Yii-Her Chou,A Genetic Polymorphism (rs17251221) in the Calcium-Sensing Receptor Gene (CASR) Is Associated with Stone Multiplicity in Calcium Nephrolithiasis,10.1371/journal.pone.0025227
rs11708067,124548468,3,26.10.2011 00:00,Toshihiko Ohshige,Association of New Loci Identified in European Genome-Wide Association Studies with Susceptibility to Type 2 Diabetes in the Japanese,10.1371/journal.pone.0026911
rs2713594,129679190,3,25.08.2006 00:00,Jessica J Connelly,GATA2 Is Associated with Familial Early-Onset Coronary Artery Disease,10.1371/journal.pgen.0020139
rs4688761,131607679,3,11.09.2007 00:00,Cilla Söderhäll,Variants in a Novel Epidermal Collagen Gene (COL29A1) Are Associated with Atopic Dermatitis,10.1371/journal.pbio.0050242
rs12634249,4461303,3,22.06.2007 00:00,Joyce van de Leemput,Deletion at ITPR1 Underlies Ataxia in Mice and Spinocerebellar Ataxia 15 in Humans,10.1371/journal.pgen.0030108
rs7632287,8766446,3,16.06.2010 00:00,Coren L Apicella,No Association between Oxytocin Receptor (OXTR) Gene Polymorphisms and Experimentally Elicited Social Preferences,10.1371/journal.pone.0011153
rs1042778,8769545,3,20.05.2009 00:00,Salomon Israel,The Oxytocin Receptor (OXTR) Contributes to Prosocial Fund Allocations in the Dictator Game and the Social Value Orientations Task,10.1371/journal.pone.0005535
rs10838525,5657577,11,01.02.2008 00:00,Daniëlle van Manen,The Effect of Trim5 Polymorphisms on the Clinical Course of HIV-1 Infection,10.1371/journal.ppat.0040018
rs3740996,5657857,11,01.02.2008 00:00,Daniëlle van Manen,The Effect of Trim5 Polymorphisms on the Clinical Course of HIV-1 Infection,10.1371/journal.ppat.0040018
rs2272383,8080075,11,09.01.2008 00:00,Jana V van Vliet-Ostaptchouk,Polymorphisms of the TUB Gene Are Associated with Body Composition and Eating Behavior in Middle-Aged Women,10.1371/journal.pone.0001405
rs545500,65386510,11,19.05.2011 00:00,Samah El Ghamrasni,"Inactivation of Chk2 and Mus81 Leads to Impaired Lymphocytes Development, Reduced Genomic Instability, and Suppression of Cancer",10.1371/journal.pgen.1001385
rs1815739,66084671,11,03.03.2011 00:00,Carmen Fiuza-Luces,Are ‘Endurance’ Alleles ‘Survival’ Alleles? Insights from the ACTN3 R577X Polymorphism,10.1371/journal.pone.0017558
rs659366,73372402,11,,,,<str name='journal'>PLoS Medicine
rs10993994,51219502,10,13.10.2010 00:00,Hayley C Whitaker,The rs10993994 Risk Allele for Prostate Cancer Results in Clinically Relevant Changes in Microseminoprotein-Beta Expression in Tissue and Urine,10.1371/journal.pone.0013363
rs10993994,51219502,10,26.10.2011 00:00,Rafael C Jimenez,myKaryoView: A Light-Weight Client for Visualization of Genomic Data,10.1371/journal.pone.0026345
rs10508958,53258046,10,07.09.2010 00:00,Sevtap Savas,A Whole-Genome SNP Association Study of NCI60 Cell Line Panel Indicates a Role of Ca2+ Signaling in Selenium Resistance,10.1371/journal.pone.0012601
rs1800450,54201241,10,10.06.2011 00:00,Thorsten Thye,Variant G57E of Mannose Binding Lectin Associated with Protection against Tuberculosis Caused by Mycobacterium africanum but not by M. tuberculosis,10.1371/journal.pone.0020908
rs4678778,33232438,3,07.08.2009 00:00,Hana Koutnikova,Identification of the UBP1 Locus as a Critical Blood Pressure Determinant Using a Combination of Mouse and Human Genetics,10.1371/journal.pgen.1000591
rs2182513,122289366,10,13.05.2010 00:00,J Raphael Gibbs,Abundant Quantitative Trait Loci Exist for DNA Methylation and Gene Expression in Human Brain,10.1371/journal.pgen.1000952
rs7895676,123323987,10,06.05.2008 00:00,Kerstin B Meyer,Allele-Specific Up-Regulation of FGFR2 Increases Susceptibility to Breast Cancer,10.1371/journal.pbio.0060108
rs11200014,123324920,10,09.06.2011 00:00,Rosemary Braun,Pathways of Distinction Analysis: A New Technique for Multi–SNP Analysis of GWAS Data,10.1371/journal.pgen.1002101
rs2981582,123342307,10,30.11.2010 00:00,Musaffe Tuna,Association between Acquired Uniparental Disomy and Homozygous Mutations and HER2/ER/PR Status in Breast Cancer,10.1371/journal.pone.0015094
rs2736911,124204345,10,05.02.2010 00:00,Zhenglin Yang,Genetic and Functional Dissection of HTRA1 and LOC387715 in Age-Related Macular Degeneration,10.1371/journal.pgen.1000836
rs7225881,69666897,17,25.10.2011 00:00,Masaya Sugiyama,Genetic Variation of the IL-28B Promoter Affecting Gene Expression,10.1371/journal.pone.0026620
rs4969168,73865388,17,04.12.2008 00:00,Antje Fischer-Rosinsky,Lack of Association between the Tagging SNP A+930→G of SOCS3 and Type 2 Diabetes Mellitus: Meta-Analysis of Four Independent Study Populations,10.1371/journal.pone.0003852
rs693,21085700,2,13.06.2006 00:00,Olaf Piepenburg,DNA Detection Using Recombination Proteins,10.1371/journal.pbio.0040204
rs1127568,24899594,2,04.11.2010 00:00,Hairu Wang,Evaluation of the Association between the AC3 Genetic Polymorphisms and Obesity in a Chinese Han Population,10.1371/journal.pone.0013851
rs1260326,27584444,2,06.06.2011 00:00,Pablo Perez-Martinez,Glucokinase Regulatory Protein Genetic Variant Interacts with Omega-3 PUFA to Influence Insulin Resistance and Inflammation in Metabolic Syndrome,10.1371/journal.pone.0020555
rs1260326,27584444,2,22.07.2010 00:00,Mark Bi,Association of rs780094 in GCKR with Metabolic Traits and Incident Diabetes and Cardiovascular Disease: The ARIC Study,10.1371/journal.pone.0011690
rs4622670,29299706,2,22.07.2011 00:00,Amy W Lasek,An Evolutionary Conserved Role for Anaplastic Lymphoma Kinase in Behavioral Responses to Ethanol,10.1371/journal.pone.0022636
rs10273883,102805252,7,02.06.2009 00:00,Jacob S Minor,"DNA Sequence Analysis of SLC26A5, Encoding Prestin, in a Patient-Control Cohort: Identification of Fourteen Novel DNA Sequence Variations",10.1371/journal.pone.0005762
rs2229864,102942941,7,16.05.2011 00:00,Galit Ovadia,"The Genetic Variation of RELN Expression in
                    Schizophrenia and Bipolar Disorder",10.1371/journal.pone.0019955
rs2106173,103121792,7,15.02.2008 00:00,Sagiv Shifman,Genome-Wide Association Identifies a Common Variant in the Reelin Gene That Increases the Risk of Schizophrenia Only in Women,10.1371/journal.pgen.0040028
rs1981429,43409107,20,23.06.2010 00:00,Maria De Luca,A Conserved Role for Syndecan Family Members in the Regulation of Whole-Body Energy Metabolism,10.1371/journal.pone.0011286
rs17576,44073632,20,24.08.2011 00:00,Rikki M Tanner,Pharmacogenetic Associations of MMP9 and MMP12 Variants with Cardiovascular Disease in Patients with Hypertension,10.1371/journal.pone.0023609
rs1883832,44180389,20,30.08.2011 00:00,Chen Shuang,Association of CD40 Gene Polymorphisms with Sporadic Breast Cancer in Chinese Han Women of Northeast China,10.1371/journal.pone.0023762
rs1883832,44180389,20,12.07.2010 00:00,Fiona Blanco-Kelly,CD40: Novel Association with Crohn's Disease and Replication in Multiple Sclerosis Susceptibility,10.1371/journal.pone.0011520
rs3,31344842,13,28.09.2011 00:00,Reut Avinun,AVPR1A Variant Associated with Preschoolers' Lower Altruistic Behavior,10.1371/journal.pone.0025274
rs4,31345222,13,29.11.2010 00:00,Inés Martínez,Resistant Starches Types 2 and 4 Have Differential Effects on the Composition of the Fecal Microbiota in Human Subjects,10.1371/journal.pone.0015046
rs3,31344842,13,20.05.2009 00:00,Liisa T Ukkola,Musical Aptitude Is Associated with AVPR1A-Haplotypes,10.1371/journal.pone.0005534
rs3,31344842,13,30.09.2005 00:00,Rachel Bachner-Melman,AVPR1a and SLC6A4 Gene Polymorphisms Are Associated with Creative Dance Performance,10.1371/journal.pgen.0010042
rs3,31344842,13,26.09.2008 00:00,Jessica L Dermody,Unphosphorylated SR-Like Protein Npl3 Stimulates RNA Polymerase II Elongation,10.1371/journal.pone.0003273
